1	0.164741521080335
2	0.1809313048919042
3	0.07113302250703175
4	0.15061650425195694
5	0.09562802190581958
6	0.0714954895277818
7	0.0636089618007342
8	0.048968132585287094
9	0.11551980301737785
10	0.05315931389729182
11	0.04532290125886599
12	0.05500329037507375
13	0.06608574837446213
14	0.057114572574694954
15	0.052358221262693405
16	0.09480700020988782
17	0.05426436165968577
18	0.046825154374043144
19	0.07123612612485886
20	0.05611062298218409
21	0.05052895098924637
22	0.0572789932290713
23	0.042755459745725
24	0.038384887079397835
25	0.03927532956004143
26	0.04089230547348658
27	0.04682410756746928
28	0.039268059035142265
29	0.05192399024963379
30	0.05353696271777153
31	0.04328109323978424
32	0.03417313719789187
33	0.045758568992217384
34	0.04370590051015218
35	0.04723331953088442
36	0.04684006484846274
37	0.04206345478693644
38	0.043990932404994965
39	0.05693803230921427
40	0.0328733945886294
41	0.04991975054144859
42	0.03328779215614001
43	0.03458247954646746
44	0.03873034566640854
45	0.056568762908379235
46	0.07092833518981934
47	0.03639735902349154
48	0.04302618776758512
49	0.04976986596981684
50	0.035107954094807305
